1153,502,1160,389,1349,401,1342,514,NAK,0
943,404,1093,404,1093,548,943,548,Others,0
692,662,895,470,972,552,768,743,Others,0
1506,587,1605,495,1790,694,1691,786,DC4S,0
589,677,785,677,785,886,589,886,Others,0
1671,734,1872,734,1872,951,1671,951,Others,0
583,927,702,927,702,1050,583,1050,Others,0
584,981,693,981,693,1077,584,1077,Others,0
1741,989,1866,989,1866,1131,1741,1131,Others,0
586,1144,739,1144,739,1308,586,1308,Others,0
1485,1497,1659,1346,1734,1433,1561,1584,Others,0
728,1508,804,1375,1069,1527,993,1659,Others,0
1359,1526,1471,1526,1471,1636,1359,1636,Others,0
1022,1653,1030,1535,1362,1555,1355,1674,ItemSize,0
