1246,353,1440,353,1440,535,1246,535,Others,0
1001,411,1191,374,1213,489,1024,526,NAK,0
1406,514,1470,411,1683,543,1620,645,DC4S,0
618,797,766,561,865,623,717,859,Others,0
1715,840,1854,812,1885,965,1746,992,Others,0
575,827,739,827,739,989,575,989,Others,0
605,1088,696,1075,706,1144,615,1157,Others,0
616,1128,712,1128,712,1204,616,1204,Others,0
1671,1360,1711,1253,1793,1284,1753,1391,Others,0
1639,1348,1726,1348,1726,1439,1639,1439,Others,0
870,1558,902,1467,1087,1533,1054,1623,Others,0
1152,1552,1607,1409,1657,1567,1202,1710,ItemSize,0
1059,1611,1064,1541,1161,1548,1155,1618,Others,0
