959,443,1200,383,1227,492,987,552,DC4S,0
1373,555,1437,401,1623,478,1559,632,Others,0
1504,612,1513,509,1618,518,1608,622,Others,0
651,774,747,602,852,659,756,832,NAK,0
1722,828,1815,820,1822,897,1729,905,Others,0
634,868,720,868,720,976,634,976,Others,0
1741,906,1834,906,1834,983,1741,983,Others,0
616,1029,726,1029,726,1147,616,1147,Others,0
614,1100,723,1067,790,1290,680,1323,Others,0
1700,1233,1761,1233,1761,1286,1700,1286,Others,0
717,1279,822,1279,822,1396,717,1396,Others,0
1657,1326,1711,1326,1711,1373,1657,1373,Others,0
876,1443,938,1443,938,1510,876,1510,Others,0
924,1467,1000,1467,1000,1553,924,1553,Others,0
