679,644,970,391,1063,498,773,751,ItemSize,0
1596,554,1678,554,1678,643,1596,643,Others,0
1628,591,1729,591,1729,686,1628,686,Others,0
663,686,777,686,777,803,663,803,Others,0
629,919,637,845,731,856,723,930,Others,0
675,908,714,908,714,953,675,953,Others,0
626,929,720,929,720,1005,626,1005,Others,0
1730,851,1850,851,1850,1142,1730,1142,Others,0
629,984,715,984,715,1051,629,1051,Others,0
681,1299,793,1215,938,1406,826,1491,Others,0
1492,1432,1634,1305,1714,1395,1571,1522,NAK,0
1073,1598,1080,1484,1322,1497,1316,1612,DC4S,0
