,x1,y1,x2,y2,x3,y3,x4,y4,category,difficult
0,1096,394,1244,385,1252,504,1103,513,Others,0
1,1306,379,1498,379,1498,561,1306,561,Others,0
2,1456,545,1522,460,1719,613,1653,698,Others,0
3,660,746,716,621,814,665,758,791,Others,0
4,1737,898,1852,892,1862,1088,1747,1094,NAK,0
5,572,902,697,895,717,1243,592,1250,ItemSize,0
6,1679,1106,1871,1106,1871,1311,1679,1311,Others,0
7,1533,1461,1707,1280,1793,1362,1619,1543,Others,0
8,703,1442,788,1343,971,1500,886,1599,Others,0
9,937,1490,1133,1490,1133,1676,937,1676,Others,0
10,1190,1552,1332,1552,1332,1676,1190,1676,Others,0
