1115,483,1128,364,1466,399,1454,518,ItemSize,0
738,585,923,437,1002,536,817,683,Others,0
608,619,843,619,843,865,608,865,Others,0
1679,721,1923,721,1923,976,1679,976,Others,0
1774,1020,1858,1017,1860,1067,1777,1071,Others,0
1777,1066,1850,1066,1850,1114,1777,1114,Others,0
567,1067,796,1067,796,1302,567,1302,Others,0
657,1319,758,1239,925,1449,824,1530,DC4S,0
1557,1418,1643,1418,1643,1507,1557,1507,Others,0
1514,1445,1620,1445,1620,1545,1514,1545,Others,0
860,1432,1067,1432,1067,1628,860,1628,Others,0
1329,1494,1499,1494,1499,1657,1329,1657,Others,0
1077,1640,1087,1527,1281,1543,1271,1657,NAK,0
