871,293,1069,236,1103,355,905,412,Others,0
1375,341,1417,243,1690,360,1648,457,Others,0
1818,685,1954,643,2022,862,1885,905,NAK,0
447,874,497,707,607,740,557,907,Others,0
452,898,567,898,567,1020,452,1020,Others,0
419,1081,551,1043,640,1349,508,1387,ItemSize,0
1816,1347,1866,1176,2009,1218,1959,1389,Others,0
548,1289,639,1289,639,1421,548,1421,Others,0
1834,1311,1925,1311,1925,1407,1834,1407,Others,0
1804,1431,1823,1361,1902,1382,1882,1452,Others,0
750,1670,803,1552,1077,1674,1025,1792,Others,0
1368,1657,1536,1615,1571,1755,1403,1797,Others,0
