1131,336,1354,336,1354,551,1131,551,Others,0
889,463,1119,385,1160,504,929,582,DC4S,0
1391,550,1410,417,1551,437,1531,571,Others,0
1721,749,1826,749,1826,859,1721,859,Others,0
1698,895,1753,788,1882,855,1827,962,Others,0
1748,965,1883,965,1883,1080,1748,1080,Others,0
553,925,739,925,739,1125,553,1125,Others,0
1759,1107,1840,1107,1840,1188,1759,1188,Others,0
1735,1177,1831,1177,1831,1259,1735,1259,Others,0
1719,1289,1741,1220,1807,1242,1785,1311,ItemSize,0
1698,1331,1712,1262,1797,1280,1783,1349,Others,0
1645,1334,1732,1312,1756,1404,1668,1426,Others,0
1425,1519,1560,1461,1599,1553,1464,1611,Others,0
901,1597,941,1471,1095,1519,1056,1646,Others,0
