890,295,1135,237,1160,344,916,402,DC4S,0
1470,444,1526,295,1695,358,1639,507,Others,0
453,714,565,512,704,588,593,791,Others,0
1847,721,1942,714,1951,840,1856,847,Others,0
1872,833,1983,824,1996,991,1885,1000,Others,0
376,820,576,820,576,1031,376,1031,Others,0
1863,1045,2011,1045,2011,1198,1863,1198,Others,0
409,1108,524,1075,604,1355,489,1388,Others,0
1848,1239,1934,1239,1934,1327,1848,1327,Others,0
1818,1319,1904,1319,1904,1405,1818,1405,Others,0
1743,1484,1788,1347,1883,1379,1838,1515,ItemSize,0
1702,1464,1802,1464,1802,1569,1702,1569,Others,0
722,1672,777,1561,942,1644,886,1755,Others,0
1401,1690,1544,1621,1588,1711,1446,1781,Others,0
