1237,475,1284,348,1614,471,1567,598,ItemSize,0
858,473,1060,391,1104,499,902,581,Others,0
602,878,620,736,751,752,733,894,Others,0
1728,1052,1746,892,1903,910,1885,1069,Others,0
540,930,750,930,750,1147,540,1147,Others,0
1737,1215,1742,1147,1830,1153,1826,1221,Others,0
623,1157,717,1157,717,1233,623,1233,Others,0
1732,1201,1797,1201,1797,1263,1732,1263,Others,0
629,1182,744,1182,744,1298,629,1298,Others,0
624,1256,747,1199,821,1357,697,1414,Others,0
1334,1537,1573,1428,1620,1533,1381,1641,Others,0
914,1590,950,1470,1142,1527,1106,1647,NAK,0
