805,312,1053,225,1095,344,847,431,DC4S,0
1403,380,1450,238,1620,295,1573,437,Others,0
1779,638,1886,573,1972,714,1865,779,Others,0
439,803,512,583,655,631,582,851,NAK,0
1872,741,1966,741,1966,817,1872,817,Others,0
1879,788,1985,788,1985,884,1879,884,Others,0
387,895,573,895,573,1090,387,1090,Others,0
1890,1131,1971,1131,1971,1214,1890,1214,Others,0
459,1181,557,1169,568,1254,469,1266,Others,0
1863,1219,1953,1219,1953,1300,1863,1300,Others,0
476,1208,596,1208,596,1322,476,1322,Others,0
1798,1392,1839,1241,1947,1270,1906,1421,Others,0
485,1282,600,1243,658,1418,543,1456,Others,0
1764,1471,1777,1365,1881,1378,1868,1484,Others,0
1492,1642,1645,1547,1702,1637,1549,1733,Others,0
801,1705,845,1583,1047,1656,1004,1777,Others,0
