1084,488,1144,321,1316,384,1256,550,Others,0
1275,490,1307,388,1545,464,1513,566,Others,0
875,455,1032,408,1071,538,914,586,Others,0
1648,709,1770,664,1841,861,1720,906,NAK,0
613,892,620,827,702,836,695,900,Others,0
592,854,702,854,702,959,592,959,Others,0
1703,894,1894,894,1894,1106,1703,1106,Others,0
564,970,691,970,691,1075,564,1075,Others,0
597,1111,694,1103,701,1186,604,1194,Others,0
1668,1334,1735,1086,1862,1120,1795,1368,DC4S,0
609,1165,733,1160,739,1311,615,1316,Others,0
629,1296,717,1229,827,1373,738,1440,Others,0
1370,1519,1511,1472,1551,1591,1409,1638,Others,0
881,1592,921,1471,1148,1545,1109,1666,Others,0
