,x1,y1,x2,y2,x3,y3,x4,y4,category,difficult
0,1081,358,1085,248,1364,258,1360,368,Others,0
1,1556,457,1626,365,1787,488,1717,580,Others,0
2,586,523,719,396,822,504,689,631,Others,0
3,1721,521,1821,521,1821,621,1721,621,Others,0
4,1779,613,1863,598,1874,665,1791,680,Others,0
5,413,1160,416,892,548,893,545,1162,DC4S,0
6,1698,1469,1813,1469,1813,1587,1698,1587,Others,0
7,560,1513,648,1424,803,1579,714,1667,NAK,0
8,1642,1619,1662,1562,1722,1582,1703,1639,Others,0
9,1091,1722,1356,1713,1359,1813,1094,1822,Others,0
